502652,108d1a7a-98e7-4b71-b6b5-bda65e06e1b7,Terry Griffith,Griffith+V+ Terry,\N,\N,\N,\N,\N,\N,1,\N,\N,,0,\N,f,\N,\N
502652,108d1a7a-98e7-4b71-b6b5-bda65e06e1b7,Terry Griffith,Griffith+V+ Terry,\N,\N,\N,\N,\N,\N,1,\N,\N,,0,\N,f,\N,\N
501817,593ab7d0-420f-4c93-993e-cc5c44950ec0,The Leftovers,Leftovers+V+ The,2006,\N,\N,\N,\N,\N,2,\N,\N,German Rock Band,0,2012-07-28 18:20:14.47371+00,f,\N,\N
1969958,09646907-a1ed-41c6-9450-6266e8f1861d,Amelia Cormack,Cormack+V+ Amelia,\N,\N,\N,\N,\N,\N,\N,\N,\N,,0,2020-04-26 14:16:53.128983+00,f,\N,\N
510520,9c4f76b0-be9b-4c70-8e67-fff4d0b772db,Claddagh,Claddagh,\N,\N,\N,\N,\N,\N,\N,\N,\N,,0,\N,f,\N,\N
184673,e195c532-c740-4511-be15-a560e15c5b62,Loren,Loren,\N,\N,\N,\N,\N,\N,1,194,1,Spanish MC,0,2011-06-21 20:53:28.202929+00,f,\N,\N
516601,ef83d02b-cc9e-46cb-8fe9-90bb9a0fa60e,Chris Gray,Gray+V+ Chris,\N,\N,\N,\N,\N,\N,1,\N,\N,Country singer+V+ member of GrayWolf,0,\N,f,\N,\N
521159,d8750b20-26e9-4572-9244-8ba66eaa78d4,Michael Lille,Lille+V+ Michael,\N,\N,\N,\N,\N,\N,1,\N,\N,,0,\N,f,\N,\N
523901,f870719d-fa4e-4451-baab-0ba6c5b3444b,Common Yet Forbidden,Common Yet Forbidden,\N,\N,\N,\N,\N,\N,2,\N,\N,,0,\N,f,\N,\N
1872772,9ed0608f-741f-48db-9449-9f8489765374,The Devil's Own,Devil's Own+V+ The,\N,\N,\N,\N,\N,\N,2,\N,\N,garage rock,0,2019-09-25 19:41:55.073172+00,f,\N,\N
526480,cad28606-7998-47e9-96c1-01f1002f5cd7,Rehab,Rehab,\N,\N,\N,\N,\N,\N,\N,\N,\N,St. Helens+V+ UK,0,\N,f,\N,\N
315957,e24380fc-c21e-432c-abb0-41f3d86024fa,Paul Turner,Turner+V+ Paul,\N,\N,\N,\N,\N,\N,1,\N,\N,celtic drummer,0,\N,f,\N,\N
69687,5a06dc41-e1c2-4555-be76-21872bea4176,Julia Darling,Darling+V+ Julia,\N,\N,\N,\N,\N,\N,1,13,2,NZ born+V+ AU/US singer-songwriter,0,2020-04-02 10:41:06.212678+00,f,153,\N
535298,d865c368-13c5-4e11-8960-b3f9c48a8ce5,Cyndi Lee,Lee+V+ Cyndi,\N,\N,\N,\N,\N,\N,\N,\N,\N,Has an '80s style' track on Daily Star's Awesome 80s compilation,0,\N,f,\N,\N
538835,dcdad64c-ec3c-4130-af4f-31bc39ae2ac9,Brothers of the Baladi,Brothers of the Baladi,1975,\N,\N,\N,\N,\N,2,5147,\N,,0,2016-01-15 08:13:18.17071+00,f,81818,\N
539020,8d4585e6-694f-4ea8-8601-d1984e0c88c3,Tonya,Tonya,\N,\N,\N,\N,\N,\N,1,222,2,US rapper,0,2015-07-16 19:10:34.366084+00,f,\N,\N
572824,6e009a94-a7fa-456b-8682-b1d960bc0671,The Bone,Bone+V+ The,\N,\N,\N,\N,\N,\N,\N,\N,\N,,0,\N,f,\N,\N
552993,2968606f-5c07-4187-a30b-d1eb164ccbb5,Masonic,Masonic,\N,\N,\N,\N,\N,\N,2,222,\N,,0,2023-06-24 11:15:25.390038+00,f,5196,\N
